L1,L2,L3,L4,L5,Label,ShortName,Description,TranslateTo,
6,3,1,0,0,comb.graph.bipartite,Divdaļīgi grafi,Izmantot apgalvojumus par divdaļīgiem grafiem,BipartiteGraphs,
6,3,2,0,0,comb.graph.bfs,Grafa apstaigāšana platumā,"Lietot ""breadth first search"" algoritmu kokveida grafa apstaigāšanai",GraphAlgorithms,
6,3,3,0,0,comb.graph.cycle,Grafa cikli,"Atrast orientētā/neorientētā grafā ciklu ar īpašību (Eilera, Hamiltona, visgarāko, utml.)",HamiltonCircuits,
6,4,0,0,0,comb.constr,Piemēru konstrukcija,Konstruēt piemērus atbilstoši dotajām īpašībām,CountingObjects,
6,4,1,0,0,comb.constr.alpha,Alfabētiskā konstrukcija,"Konstruēt, aizpildot alfabētiskā secībā",CountingFromEncoding,
6,4,2,0,0,comb.constr.iterative,Iteratīvi uzlabojumi,Konstruēt ar iteratīviem uzlabojumiem,TreeTraversalBacktracking,
6,4,3,0,0,comb.constr.color,Krāsojumu pielietošana,Pielietot tabulai krāsojumu (izvietot skaitļus šaha galdiņa rakstā utml.),GraphColoredVertices,
6,4,4,0,0,comb.constr.partition,Dalījumi apakškopās,Pielietot citu dalījumu disjunktās apakškopās,,
6,5,0,0,0,comb.grid,Rūtiņu īpašības,Izmantot rūtiņu laukuma īpašības,SquareGrid,
6,5,1,0,0,comb.grid.shapes,Figūras rūtiņu plaknē,Veidot figūriņas pa rūtiņu līnijām,SquareGridShapes,
6,5,1,1,0,comb.grid.shapes.cutting,Sagriešana pa rūtiņām,Risināt rūtiņu laukumu sagriešanas uzdevumus,SquareGridCutting,
7,0,0,0,0,misc,Vispārīgas risināšanas metodes,Izmantot dažādas ārpus skaitļu teorijas pazīstamas metodes,InterpretationMethod,
7,1,0,0,0,misc.try,Spriedumi ar tabulām,"Ievietot dažas nelielas vērtības, apkopot datus tabulās, izdarīt hipotēzes ar nepilno indukciju",CountingObjects,strategy:TrialAndError
7,2,0,0,0,misc.extr,Ekstrēmo elementu analīze,Izmantot spriedumus par ekstrēmo elementu,ExtremeElementMethod,
7,2,1,0,0,misc.extr.pigeon,Dirihlē princips,Izmantot Dirihlē principu,NumTheoryPigeonhole,
7,2,1,1,0,misc.extr.pigeon.plain,"Dirihlē princips (n, n+1)",Izmantot Dirihlē principa tradicionālo formu (n un n+1),NumTheoryPigeonhole,
7,2,1,2,0,misc.extr.pigeon.floor,"Dirihlē princips (n, m)",Izmantot Dirihlē principa vispārinājumu (n un m),NumTheoryPigeonhole,
7,2,1,3,0,misc.extr.pigeon.collection,Dirihlē princips komplektam,Izmantot Dirihlē principa vispārinājumu skaitļu komplektam,NumTheoryPigeonholeNewSets,
7,2,2,0,0,misc.extr.param,Parametru ekstrēmi,"Sākt risināt vienādojumu, ievietojot ekstrēmu parametra vai potenciālās saknes vērtību",NumTheoryExtremeElement,
7,3,0,0,0,misc.invar,Invarianti,Izmantot invariantus,Invariant,
7,3,1,0,0,misc.invar.parity,Paritāte kā invariants,Lietot paritāti kā invariantu,InvariantParity,
7,3,2,0,0,misc.invar.congr,Atlikumi kā invarianti,Lietot atlikumu/kongruenci kā invariantu,InvariantRemainder,
7,3,3,0,0,misc.invar.expr,Izteiksmes kā invarianti,Veidot un lietot citu izteiksmi kā invariantu,InvariantAlgebraic,
7,3,4,0,0,misc.invar.game,Invarianti spēlē,"Izveidot invariantu, kurš izpildās pēc katra uzvarētāja gājiena kombinatoriskā spēlē",GameInvariant,
7,4,0,0,0,misc.ind,Indukcija,Pamatot ar matemātisko indukciju,NumTheoryMathInduction,
7,4,1,0,0,misc.ind.least,Visniecīgākais elements,Izmantot naturālo skaitļu sakārtojuma principu: katrā naturālu skaitļu kopā atradīsies vismazākais elements,StrongAndReverseInduction,
7,4,2,0,0,misc.ind.descent,Neierobežots samazinājums,"Lietot neierobežotā samazinājuma metodi (piemēram, pamatojot veselu skaitļu sakņu iracionalitāti, ja tās nav veseli skaitļi)",InfiniteDescent,
7,5,0,0,0,misc.symm,Simetrija,Izmantot uzdevumā esošo simetriju,CountingUsingSymmetry,strategy:Symmetry
7,5,1,0,0,misc.symm.rename,Pārsaukt mainīgos,"Izmantot mainīgo pārsaukšanu simetriskā izteiksmē, lai izdarītu papildu pieņēmumus (teiksim, $a$ &lt; $b$)",SymmetricAlgebraicExpressions,
7,5,2,0,0,misc.symm.periodicity,Periodiskums,"Izmantot virkņu periodiskumu, lai aplūkotu tikai vienu periodu. ",SequencePeriodicity,
8,0,0,0,0,plan,Planimetrija,Izmantot planimetrijas rezultātus un metodes.,Planimetry,
8,1,0,0,0,plan.constr,2D konstrukcijas,Veikt planimetrijas konstrukcijas uzdevumu risināšanā.,Constructions,
8,1,1,0,0,plan.constr.triangulate,Triangulācija,Veikt daudzstūru triangulāciju,ConstructionsTriangulate,
8,1,2,0,0,plan.constr.small,Mazi ģeometriski pārvietojumi,"Izdarīt spriedumus, kuros ir ""ļoti mazi"" ģeometriski pārvietojumi",ConstructionsSmallMovements,
8,2,0,0,0,plan.measurements,"Attālumu, leņķu mērīšana","Lietot vienkāršus spriedumus par attālumu, leņķu, laukumu mērīšanu",Angles,
8,2,1,0,0,plan.measurements.angles,Leņķu sakarības,Izmantot vienkāršas leņķu sakarības,AnglesSimpleProperties,
8,2,1,1,0,plan.measurements.angles.central,Centra leņķi,Izmantot centra leņķu un sektoru metriskās sakarības,AnglesCentral,
8,2,1,2,0,plan.measurements.angles.linearpair,Blakusleņķi,Izmantot blakusleņķu īpašību,AnglesParallelLines,
8,2,1,3,0,plan.measurements.angles.vertical,Krustleņķi,Izmantot krustleņķu īpašību,AnglesParallelLines,
8,2,1,4,0,plan.measurements.angles.interior,Iekšējie leņķi,"Izmantot iekšējo šķērsleņķu un vienpusleņķu īpašības paralēlām taisnēm, ko krusto trešā taisne",AnglesParallelLines,
8,2,1,5,0,plan.measurements.angles.exterior,Ārējie leņķi,"Izmantot ārējo leņķu īpašības paralēlām taisnēm, ko krusto trešā taisne",AnglesParallelLines,
8,2,1,6,0,plan.measurements.angles.corresponding,Kāpšļu leņķi,"Izmantot kāpšļu leņķu īpašības paralēlām taisnēm, ko krusto trešā taisne",AnglesParallelLines,
8,3,0,0,0,plan.circle,Riņķa līnijas īpašības,Izmantot riņķa līnijas ģeometriskās īpašības,Circle,
8,3,1,0,0,plan.circle.angles,Leņķu sakarības riņķī,Izmantot leņķu īpašības saistībā ar riņķi,CircleAngles,
8,3,2,0,0,plan.circle.inscribed,Ievilkts leņķis,Izmantot riņķī ievilkta leņķa īpašības,CircleInscribedAngles,
8,4,0,0,0,plan.triangle,Trijstūri,Izmantot trijstūru ģeometriskās īpašības,Triangle,
8,4,1,0,0,plan.triangle.angles,Leņķu sakarības,Izmantot trijstūra iekšējo un ārējo leņķu sakarības,TriangleAngles,
8,4,1,1,0,plan.triangle.angles.internal,Iekšējo leņķu summa,Lietot trijstūra iekšējo leņķu summas formulu,TriangleAngles,
8,4,2,0,0,plan.triangle.area,Laukuma formulas,Izmantot trijstūru laukuma formulas,TriangleArea,
8,4,2,1,0,plan.triangle.area.ah2,Formulā $ah/2$,Izmantot formulu $ah/2$,TriangleAreaBaseHeight,
8,4,3,0,0,plan.triangle.congruence,Vienādības pazīmes,Izmantot trijstūru vienādības pazīmes,TriangleCongruence,
8,4,4,0,0,plan.triangle.special,Īpašie trijstūri,Izmantot noteiktu trijstūru apakškopu īpašības,TrianglesSpecial,
8,4,4,1,0,plan.triangle.special.equilateral,Vienādmalu trijstūri,Izmantot vienādmalu trijstūru īpašības,TrianglesEquilateral,
8,4,4,2,0,plan.triangle.special.isosceles,Vienādsānu trijstūri,Izmantot vienādsānu trijstūru īpašības,TrianglesIsosceles,
8,5,0,0,0,plan.quandrangle,Četrstūri,Izmantot četrstūru ģeometriskās īpašības,Quadrangles,
8,5,1,0,0,plan.quadrangle.rect,Kvadrāti un taisnstūri,Izmantot kvadrātu un taisnstūru ģeometriskās īpašības,Rectangles,
8,5,2,0,0,plan.quadrangle.para,Rombi un paralelogrami,Izmantot rombu un paralelogramu ģeometriskās īpašības,Parallelograms,
8,5,3,0,0,plan.quadrangle.trapezoid,Trapeces,Izmantot trapeču ģeometriskās īpašības,Trapezoids,
8,5,3,1,0,plan.quadrangle.trapezoid.area,Trapeču laukuma formulas,Izmantot trapeču laukuma formulas,Trapezoids,
8,6,0,0,0,plan.polygon,Daudzstūri,Izmantot daudzstūru īpašības,Polygons,
8,6,1,0,0,plan.polygon.angles,Daudzstūru leņķi,Izmantot daudzstūru leņķu īpašības,PolygonRegular,
8,6,1,0,0,plan.polygon.angles.internal,Leņķu summa $180*(n-2)$,Izmantot daudzstūru leņķu summas sakarību 180*(n-2).,PolygonAnglesSum,
